SignalName,ActivityFactor
TOP.VexiiRiscv.early0_BranchPlugin_logic_jumpLogic_learn_asFlow_payload_taken,0.11891640
TOP.VexiiRiscv.early0_BranchPlugin_logic_jumpLogic_learn_asFlow_payload_wasWrong,0.11891640
TOP.VexiiRiscv.WhiteboxerPlugin_logic_prediction_learns_0_payload_taken,0.11891640
TOP.VexiiRiscv.WhiteboxerPlugin_logic_prediction_learns_0_payload_wasWrong,0.11891640
TOP.VexiiRiscv.streamArbiter_1.io_inputs_0_payload_taken,0.11891640
TOP.VexiiRiscv.streamArbiter_1.io_inputs_0_payload_wasWrong,0.11891640
TOP.VexiiRiscv.streamArbiter_1.io_output_payload_taken,0.11891640
TOP.VexiiRiscv.streamArbiter_1.io_output_payload_wasWrong,0.11891640
TOP.VexiiRiscv.lane0_IntFormatPlugin_logic_stages_2_segments_0_sign_value,0.11872326
TOP.VexiiRiscv.DispatchPlugin_logic_rsHazardChecker_0_onLl_0_onRs_0_hazard,0.11728583
TOP.VexiiRiscv.when_FetchCachelessPlugin_l159,0.11632014
TOP.VexiiRiscv.decode_ctrls_0_up_LANE_SEL_0_regNext,0.11457205
TOP.VexiiRiscv.when_CtrlLaneApi_l50,0.11457205
TOP.VexiiRiscv.decode_ctrls_1_up_LANE_SEL_0_regNext,0.11457205
TOP.VexiiRiscv.when_CtrlLaneApi_l50_1,0.11457205
TOP.VexiiRiscv.DispatchPlugin_logic_candidates_0_moving,0.11457205
TOP.VexiiRiscv.decode_ctrls_1_up_LANE_SEL_0_regNext_1,0.11457205
TOP.VexiiRiscv.when_CtrlLaneApi_l50_2,0.11457205
TOP.VexiiRiscv.when_AlignerPlugin_l298,0.11457205
TOP.VexiiRiscv.execute_ctrl3_down_lane0_IntFormatPlugin_logic_WIDTH_ID_lane0[1:0],0.11226591
TOP.VexiiRiscv.execute_ctrl4_up_lane0_IntFormatPlugin_logic_WIDTH_ID_lane0[1:0],0.11226591
TOP.VexiiRiscv.execute_ctrl2_down_lane0_IntFormatPlugin_logic_WIDTH_ID_lane0[1:0],0.11226591
TOP.VexiiRiscv.execute_ctrl3_up_lane0_IntFormatPlugin_logic_WIDTH_ID_lane0[1:0],0.11226591
TOP.VexiiRiscv.execute_ctrl2_up_lane0_IntFormatPlugin_logic_WIDTH_ID_lane0[1:0],0.11226591
TOP.VexiiRiscv.execute_ctrl1_down_lane0_IntFormatPlugin_logic_WIDTH_ID_lane0[1:0],0.11226591
TOP.VexiiRiscv.execute_ctrl4_down_lane0_IntFormatPlugin_logic_WIDTH_ID_lane0[1:0],0.11226591
TOP.VexiiRiscv.execute_ctrl2_up_SrcStageables_REVERT_lane0,0.11183608
TOP.VexiiRiscv.execute_ctrl1_down_SrcStageables_REVERT_lane0,0.11183608
TOP.VexiiRiscv.execute_ctrl2_down_SrcStageables_REVERT_lane0,0.11183608
TOP.VexiiRiscv.execute_ctrl4_up_lane0_integer_WriteBackPlugin_SEL_lane0,0.11090492
TOP.VexiiRiscv.execute_ctrl4_down_lane0_integer_WriteBackPlugin_SEL_lane0,0.11090492
TOP.VexiiRiscv.execute_ctrl3_down_lane0_integer_WriteBackPlugin_SEL_lane0,0.11090409
TOP.VexiiRiscv.execute_ctrl3_up_lane0_integer_WriteBackPlugin_SEL_lane0,0.11090409
TOP.VexiiRiscv.execute_ctrl2_down_lane0_integer_WriteBackPlugin_SEL_lane0,0.11090327
TOP.VexiiRiscv.execute_ctrl2_up_lane0_integer_WriteBackPlugin_SEL_lane0,0.11090327
TOP.VexiiRiscv.execute_ctrl1_down_lane0_integer_WriteBackPlugin_SEL_lane0,0.11090327
TOP.VexiiRiscv.execute_lane0_api_hartsInflight[0:0],0.11084163
TOP.VexiiRiscv.DispatchPlugin_logic_fenceChecker_olderInflights[0:0],0.11084163
TOP.VexiiRiscv.execute_ctrl2_up_COMPLETION_AT_2_lane0,0.10485275
TOP.VexiiRiscv.execute_ctrl2_down_COMPLETION_AT_2_lane0,0.10485275
TOP.VexiiRiscv.execute_ctrl2_up_lane0_logic_completions_onCtrl_0_ENABLE_lane0,0.10485193
TOP.VexiiRiscv.execute_ctrl1_down_lane0_logic_completions_onCtrl_0_ENABLE_lane0,0.10485193
TOP.VexiiRiscv.execute_ctrl1_down_COMPLETION_AT_2_lane0,0.10485193
TOP.VexiiRiscv.execute_ctrl2_down_lane0_logic_completions_onCtrl_0_ENABLE_lane0,0.10485193
TOP.VexiiRiscv.execute_ctrl3_up_COMPLETED_lane0,0.10485193
TOP.VexiiRiscv.execute_ctrl2_down_COMPLETED_lane0,0.10485110
TOP.VexiiRiscv.execute_ctrl2_COMPLETED_lane0_bypass,0.10485110
TOP.VexiiRiscv.LsuCachelessPlugin_logic_iwb_valid,0.10484946
TOP.VexiiRiscv.lane0_IntFormatPlugin_logic_stages_2_hits[0:0],0.10484946
TOP.VexiiRiscv.execute_ctrl4_up_AguPlugin_SEL_lane0,0.10484699
TOP.VexiiRiscv.execute_ctrl3_up_AguPlugin_SEL_lane0,0.10484699
TOP.VexiiRiscv.execute_ctrl2_up_AguPlugin_SEL_lane0,0.10484699
TOP.VexiiRiscv.execute_ctrl1_down_AguPlugin_SEL_lane0,0.10484699
TOP.VexiiRiscv.execute_ctrl4_down_AguPlugin_SEL_lane0,0.10484699
TOP.VexiiRiscv.execute_ctrl3_down_AguPlugin_SEL_lane0,0.10484699
TOP.VexiiRiscv.execute_ctrl2_down_AguPlugin_SEL_lane0,0.10484699
TOP.VexiiRiscv.execute_ctrl2_up_early0_BranchPlugin_SEL_lane0,0.10195076
TOP.VexiiRiscv.execute_ctrl1_down_early0_BranchPlugin_SEL_lane0,0.10195076
TOP.VexiiRiscv.execute_ctrl2_down_early0_BranchPlugin_SEL_lane0,0.10195076
TOP.VexiiRiscv.early0_BranchPlugin_logic_wb_valid,0.10195076
TOP.VexiiRiscv.execute_ctrl4_up_LsuCachelessPlugin_logic_onJoin_READ_DATA_lane0[31:0],0.09925425
TOP.VexiiRiscv.execute_ctrl4_down_LsuCachelessPlugin_logic_onJoin_READ_DATA_lane0[31:0],0.09925425
TOP.VexiiRiscv.LsuCachelessPlugin_logic_bus_rsp_payload_data[31:0],0.09925342
TOP.VexiiRiscv.execute_ctrl3_down_LsuCachelessPlugin_logic_onJoin_READ_DATA_lane0[31:0],0.09925342
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onJoin_busRspWithoutId_data[31:0],0.09925342
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onJoin_rspPayload_data[31:0],0.09925342
TOP.LsuCachelessPlugin_logic_bus_rsp_payload_data[31:0],0.09925342
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onWb_rspSplits_0[7:0],0.09853101
TOP.VexiiRiscv.execute_lane0_bypasser_integer_RS1_bypassEnables[1:0],0.09729987
TOP.VexiiRiscv.execute_lane0_bypasser_integer_RS1_bypassEnables_bools_0,0.09729987
TOP.VexiiRiscv.execute_lane0_bypasser_integer_RS1_sel[1:0],0.09729987
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onWb_rspSplits_1[7:0],0.09721193
TOP.VexiiRiscv.lane0_integer_WriteBackPlugin_logic_stages_2_muxed[31:0],0.09720042
TOP.VexiiRiscv.lane0_integer_WriteBackPlugin_logic_stages_2_write_payload_data[31:0],0.09720042
TOP.VexiiRiscv.WhiteboxerPlugin_logic_rfWrites_ports_2_payload_data[31:0],0.09720042
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onWb_rspSplits_3[7:0],0.09543014
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onWb_rspSplits_2[7:0],0.09405681
TOP.VexiiRiscv.execute_ctrl2_up_early0_IntAluPlugin_ALU_SLTX_lane0,0.09368615
TOP.VexiiRiscv.execute_ctrl2_down_early0_IntAluPlugin_ALU_SLTX_lane0,0.09368615
TOP.VexiiRiscv.execute_ctrl1_down_early0_IntAluPlugin_ALU_SLTX_lane0,0.09368533
TOP.VexiiRiscv.execute_ctrl2_up_early0_EnvPlugin_OP_lane0[2:0],0.09286594
TOP.VexiiRiscv.execute_ctrl1_down_early0_EnvPlugin_OP_lane0[2:0],0.09286594
TOP.VexiiRiscv.execute_ctrl2_down_early0_EnvPlugin_OP_lane0[2:0],0.09286594
TOP.VexiiRiscv.execute_ctrl1_down_early0_EnvPlugin_OP_lane0_string[79:0],0.09286594
TOP.VexiiRiscv.execute_ctrl2_up_early0_EnvPlugin_OP_lane0_string[79:0],0.09286511
TOP.VexiiRiscv.execute_ctrl2_down_early0_EnvPlugin_OP_lane0_string[79:0],0.09286511
TOP.VexiiRiscv.PrivilegedPlugin_logic_defaultTrap_csrPrivilege[1:0],0.09242542
TOP.VexiiRiscv.early0_EnvPlugin_logic_exe_xretPriv[1:0],0.09242542
TOP.VexiiRiscv.early0_EnvPlugin_logic_trapPort_payload_code[3:0],0.08716306
TOP.VexiiRiscv.streamArbiter_1_io_inputs_0_ready,0.08694444
TOP.VexiiRiscv.streamArbiter_1_io_output_valid,0.08694444
TOP.VexiiRiscv.streamArbiter_1_io_chosenOH[0:0],0.08694444
TOP.VexiiRiscv.early0_BranchPlugin_logic_jumpLogic_learn_valid,0.08694444
TOP.VexiiRiscv.early0_BranchPlugin_logic_jumpLogic_learn_ready,0.08694444
TOP.VexiiRiscv.LearnPlugin_logic_learn_valid,0.08694444
TOP.VexiiRiscv.LearnPlugin_logic_buffered_0_valid,0.08694444
TOP.VexiiRiscv.LearnPlugin_logic_buffered_0_ready,0.08694444
TOP.VexiiRiscv.LearnPlugin_logic_arbitrated_valid,0.08694444
TOP.VexiiRiscv.LearnPlugin_logic_arbitrated_toFlow_valid,0.08694444
TOP.VexiiRiscv.early0_BranchPlugin_logic_jumpLogic_learn_asFlow_valid,0.08694444
TOP.VexiiRiscv.WhiteboxerPlugin_logic_prediction_learns_0_valid,0.08694444
TOP.VexiiRiscv.streamArbiter_1.io_inputs_0_valid,0.08694444
TOP.VexiiRiscv.streamArbiter_1.io_inputs_0_ready,0.08694444
TOP.VexiiRiscv.streamArbiter_1.io_output_valid,0.08694444
TOP.VexiiRiscv.streamArbiter_1.io_chosenOH[0:0],0.08694444
TOP.VexiiRiscv.streamArbiter_1.maskProposal_0,0.08694444
TOP.VexiiRiscv.streamArbiter_1.maskRouted_0,0.08694444
TOP.VexiiRiscv.lane0_IntFormatPlugin_logic_stages_2_segments_1_doIt,0.08610286
TOP.VexiiRiscv.execute_ctrl2_up_BarrelShifterPlugin_SIGNED_lane0,0.08368906
TOP.VexiiRiscv.execute_ctrl2_down_BarrelShifterPlugin_SIGNED_lane0,0.08368906
TOP.VexiiRiscv.execute_ctrl1_down_BarrelShifterPlugin_SIGNED_lane0,0.08368824
TOP.VexiiRiscv.lane0_IntFormatPlugin_logic_stages_2_segments_1_sign_sels_1,0.08152839
TOP.VexiiRiscv.execute_ctrl2_up_BarrelShifterPlugin_LEFT_lane0,0.08014849
TOP.VexiiRiscv.execute_ctrl2_down_BarrelShifterPlugin_LEFT_lane0,0.08014849
TOP.VexiiRiscv.execute_ctrl2_up_CsrAccessPlugin_CSR_IMM_lane0,0.08014767
TOP.VexiiRiscv.execute_ctrl1_down_CsrAccessPlugin_CSR_IMM_lane0,0.08014767
TOP.VexiiRiscv.execute_ctrl1_down_BarrelShifterPlugin_LEFT_lane0,0.08014767
TOP.VexiiRiscv.execute_ctrl2_down_CsrAccessPlugin_CSR_IMM_lane0,0.08014767
TOP.VexiiRiscv.CsrAccessPlugin_logic_fsm_interface_doImm,0.08014767
TOP.VexiiRiscv.early0_BranchPlugin_logic_jumpLogic_rdEquRs1,0.07403222
TOP.VexiiRiscv.execute_ctrl2_up_CsrAccessPlugin_CSR_CLEAR_lane0,0.07246576
TOP.VexiiRiscv.execute_ctrl2_down_CsrAccessPlugin_CSR_CLEAR_lane0,0.07246576
TOP.VexiiRiscv.CsrAccessPlugin_logic_fsm_interface_doClear,0.07246576
TOP.VexiiRiscv.execute_ctrl1_down_CsrAccessPlugin_CSR_CLEAR_lane0,0.07246494
TOP.VexiiRiscv.FetchCachelessPlugin_logic_bus_rsp_payload_error,0.07180909
TOP.VexiiRiscv.FetchCachelessPlugin_logic_buffer_write_payload_data_error,0.07180909
TOP.FetchCachelessPlugin_logic_bus_rsp_payload_error,0.07180909
TOP.VexiiRiscv.CsrAccessPlugin_bus_decode_exception,0.07138666
TOP.VexiiRiscv.PrivilegedPlugin_logic_defaultTrap_csrReadOnly,0.07138666
TOP.VexiiRiscv.when_PrivilegedPlugin_l689,0.07138666
TOP.VexiiRiscv.execute_ctrl2_up_BranchPlugin_BRANCH_CTRL_lane0[1:0],0.07059356
TOP.VexiiRiscv.execute_ctrl1_down_BranchPlugin_BRANCH_CTRL_lane0[1:0],0.07059356
TOP.VexiiRiscv.execute_ctrl2_down_BranchPlugin_BRANCH_CTRL_lane0[1:0],0.07059356
TOP.VexiiRiscv.execute_ctrl2_up_BranchPlugin_BRANCH_CTRL_lane0_string[31:0],0.07059356
TOP.VexiiRiscv.execute_ctrl1_down_BranchPlugin_BRANCH_CTRL_lane0_string[31:0],0.07059356
TOP.VexiiRiscv.execute_ctrl2_down_BranchPlugin_BRANCH_CTRL_lane0_string[31:0],0.07059356
TOP.VexiiRiscv.LsuCachelessPlugin_logic_bus_cmd_valid,0.07003388
TOP.VexiiRiscv.LsuCachelessPlugin_logic_bus_rsp_valid,0.07003388
TOP.VexiiRiscv.execute_ctrl3_up_LsuCachelessPlugin_WITH_RSP_lane0,0.07003388
TOP.VexiiRiscv.execute_ctrl3_down_LsuCachelessPlugin_WITH_RSP_lane0,0.07003388
TOP.VexiiRiscv.execute_ctrl2_down_LsuCachelessPlugin_WITH_RSP_lane0,0.07003388
TOP.VexiiRiscv.LsuCachelessPlugin_logic_cmdInflights,0.07003388
TOP.VexiiRiscv.LsuCachelessPlugin_logic_bus_cmd_fire,0.07003388
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onFork_cmdCounter_willIncrement,0.07003388
TOP.VexiiRiscv.LsuCachelessPlugin_logic_bus_cmd_valid_regNext,0.07003388
TOP.VexiiRiscv.lane0_IntFormatPlugin_logic_stages_2_wb_valid,0.07003388
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onJoin_pop,0.07003388
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onJoin_rspCounter_willIncrement,0.07003388
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onJoin_busRspHit,0.07003388
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onJoin_rspValid,0.07003388
TOP.VexiiRiscv.lane0_integer_WriteBackPlugin_logic_stages_2_hits[0:0],0.07003388
TOP.LsuCachelessPlugin_logic_bus_cmd_valid,0.07003388
TOP.LsuCachelessPlugin_logic_bus_rsp_valid,0.07003388
TOP.VexiiRiscv.lane0_IntFormatPlugin_logic_stages_2_segments_0_doIt,0.06982512
TOP.VexiiRiscv.early0_IntAluPlugin_logic_alu_bitwise[31:0],0.06965336
TOP.VexiiRiscv.streamArbiter_1_io_output_payload_isBranch,0.06803594
TOP.VexiiRiscv.early0_BranchPlugin_logic_jumpLogic_learn_payload_isBranch,0.06803594
TOP.VexiiRiscv.LearnPlugin_logic_learn_payload_isBranch,0.06803594
TOP.VexiiRiscv.LearnPlugin_logic_buffered_0_payload_isBranch,0.06803594
TOP.VexiiRiscv.LearnPlugin_logic_arbitrated_payload_isBranch,0.06803594
TOP.VexiiRiscv.LearnPlugin_logic_arbitrated_toFlow_payload_isBranch,0.06803594
TOP.VexiiRiscv.early0_BranchPlugin_logic_jumpLogic_learn_asFlow_payload_isBranch,0.06803594
TOP.VexiiRiscv.WhiteboxerPlugin_logic_prediction_learns_0_payload_isBranch,0.06803594
TOP.VexiiRiscv.streamArbiter_1.io_inputs_0_payload_isBranch,0.06803594
TOP.VexiiRiscv.streamArbiter_1.io_output_payload_isBranch,0.06803594
TOP.VexiiRiscv.execute_ctrl1_down_SrcStageables_ZERO_lane0,0.06711053
TOP.VexiiRiscv.execute_ctrl2_up_SrcStageables_ZERO_lane0,0.06710970
TOP.VexiiRiscv.execute_ctrl2_down_SrcStageables_ZERO_lane0,0.06710970
TOP.VexiiRiscv.LsuCachelessPlugin_logic_bus_cmd_payload_regNext_id[0:0],0.06589828
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onJoin_buffers_0_inflight,0.06589828
TOP.VexiiRiscv.LsuCachelessPlugin_logic_bus_cmd_payload_id[0:0],0.06589746
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onFork_cmdCounter_valueNext[0:0],0.06589746
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onFork_cmdCounter_value[0:0],0.06589746
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onFork_cmdCounter_willOverflowIfInc,0.06589746
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onJoin_rspCounter_valueNext[0:0],0.06589746
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onJoin_rspCounter_value[0:0],0.06589746
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onJoin_rspCounter_willOverflowIfInc,0.06589746
TOP.LsuCachelessPlugin_logic_bus_cmd_payload_id[0:0],0.06589746
TOP.VexiiRiscv.LsuCachelessPlugin_logic_bus_rsp_payload_id[0:0],0.06589664
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onFork_cmdCounter_willOverflow,0.06589664
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onJoin_buffers_1_inflight,0.06589664
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onJoin_rspCounter_willOverflow,0.06589664
TOP.LsuCachelessPlugin_logic_bus_rsp_payload_id[0:0],0.06589664
TOP.VexiiRiscv.execute_ctrl4_up_lane0_logic_completions_onCtrl_2_ENABLE_lane0,0.06518984
TOP.VexiiRiscv.execute_ctrl4_down_lane0_logic_completions_onCtrl_2_ENABLE_lane0,0.06518984
TOP.VexiiRiscv.execute_ctrl3_down_lane0_logic_completions_onCtrl_2_ENABLE_lane0,0.06518902
TOP.VexiiRiscv.execute_ctrl3_up_lane0_logic_completions_onCtrl_2_ENABLE_lane0,0.06518902
TOP.VexiiRiscv.execute_ctrl2_down_lane0_logic_completions_onCtrl_2_ENABLE_lane0,0.06518820
TOP.VexiiRiscv.execute_ctrl2_up_lane0_logic_completions_onCtrl_2_ENABLE_lane0,0.06518820
TOP.VexiiRiscv.execute_ctrl3_down_COMPLETION_AT_4_lane0,0.06518738
TOP.VexiiRiscv.execute_ctrl4_up_COMPLETION_AT_4_lane0,0.06518738
TOP.VexiiRiscv.execute_ctrl2_down_COMPLETION_AT_4_lane0,0.06518738
TOP.VexiiRiscv.execute_ctrl3_up_COMPLETION_AT_4_lane0,0.06518738
TOP.VexiiRiscv.execute_ctrl2_up_COMPLETION_AT_4_lane0,0.06518738
TOP.VexiiRiscv.execute_ctrl1_down_lane0_logic_completions_onCtrl_2_ENABLE_lane0,0.06518738
TOP.VexiiRiscv.execute_ctrl1_down_COMPLETION_AT_4_lane0,0.06518738
TOP.VexiiRiscv.execute_ctrl4_down_COMPLETION_AT_4_lane0,0.06518738
TOP.VexiiRiscv.execute_ctrl4_up_COMPLETED_lane0,0.06518573
TOP.VexiiRiscv.execute_ctrl3_down_COMPLETED_lane0,0.06518573
TOP.VexiiRiscv.execute_ctrl3_COMPLETED_lane0_bypass,0.06518573
TOP.VexiiRiscv.decode_ctrls_0_down_LANE_SEL_0,0.06499342
TOP.VexiiRiscv.decode_ctrls_0_LANE_SEL_0_bypass,0.06499342
TOP.VexiiRiscv.fetch_logic_ctrls_1_up_cancel,0.06499260
TOP.VexiiRiscv.fetch_logic_ctrls_1_up_isCancel,0.06499260
TOP.VexiiRiscv.decode_ctrls_1_down_LANE_SEL_0,0.06499260
TOP.VexiiRiscv.decode_ctrls_1_LANE_SEL_0_bypass,0.06499260
TOP.VexiiRiscv.decode_ctrls_1_up_LANE_SEL_0,0.06499260
TOP.VexiiRiscv.decode_ctrls_1_lane0_upIsCancel,0.06499260
TOP.VexiiRiscv.decode_ctrls_0_lane0_upIsCancel,0.06499260
TOP.VexiiRiscv.execute_lane0_ctrls_0_upIsCancel,0.06499260
TOP.VexiiRiscv.execute_lane0_ctrls_1_upIsCancel,0.06499260
TOP.VexiiRiscv.DispatchPlugin_logic_candidates_0_ctx_valid,0.06499260
TOP.VexiiRiscv.DispatchPlugin_logic_candidates_0_cancel,0.06499260
TOP.VexiiRiscv.AlignerPlugin_logic_nobuffer_flushIt,0.06499260
TOP.VexiiRiscv.decode_logic_flushes_0_onLanes_0_doIt,0.06499260
TOP.VexiiRiscv.decode_logic_flushes_1_onLanes_0_doIt,0.06499260
TOP.VexiiRiscv.PcPlugin_logic_forcedSpawn,0.06499260
TOP.VexiiRiscv.PcPlugin_logic_harts_0_aggregator_oh[2:0],0.06499260
TOP.VexiiRiscv.when_ExecuteLanePlugin_l307,0.06499260
TOP.VexiiRiscv.when_ExecuteLanePlugin_l307_1,0.06499260
TOP.VexiiRiscv.fetch_logic_flushes_0_doIt,0.06499260
TOP.VexiiRiscv.fetch_logic_ctrls_1_forgetsSingleRequest_FetchPipelinePlugin_l50,0.06499260
TOP.VexiiRiscv.WhiteboxerPlugin_logic_perf_candidatesCount[0:0],0.06499260
TOP.VexiiRiscv.WhiteboxerPlugin_logic_perf_dispatchFeedCount[0:0],0.06499260
TOP.VexiiRiscv.when_Utils_l586,0.06499260
TOP.VexiiRiscv.when_Utils_l586_1,0.06499260
TOP.VexiiRiscv.when_Utils_l586_2,0.06499260
TOP.VexiiRiscv.when_Utils_l586_3,0.06499260
TOP.VexiiRiscv.fetch_logic_ctrls_1_up_forgetOne,0.06499260
TOP.VexiiRiscv.early0_BranchPlugin_logic_pcPort_valid,0.06498931
TOP.VexiiRiscv.early0_BranchPlugin_logic_flushPort_valid,0.06498931
TOP.VexiiRiscv.early0_BranchPlugin_logic_jumpLogic_doIt,0.06498931
TOP.VexiiRiscv.PcPlugin_logic_harts_0_aggregator_valids_1,0.06498931
TOP.VexiiRiscv.WhiteboxerPlugin_logic_reschedules_flushes_1_valid,0.06498931
TOP.VexiiRiscv.early0_EnvPlugin_logic_trapPort_payload_exception,0.06440497
TOP.VexiiRiscv.early0_EnvPlugin_logic_exe_commit,0.06440497
TOP.VexiiRiscv.when_EnvPlugin_l123,0.06440497
TOP.VexiiRiscv.execute_ctrl2_up_early0_IntAluPlugin_ALU_BITWISE_CTRL_lane0[1:0],0.06267988
TOP.VexiiRiscv.execute_ctrl2_down_early0_IntAluPlugin_ALU_BITWISE_CTRL_lane0[1:0],0.06267988
TOP.VexiiRiscv.execute_ctrl2_up_early0_IntAluPlugin_ALU_BITWISE_CTRL_lane0_string[39:0],0.06267988
TOP.VexiiRiscv.execute_ctrl2_down_early0_IntAluPlugin_ALU_BITWISE_CTRL_lane0_string[39:0],0.06267988
TOP.VexiiRiscv.execute_ctrl1_down_early0_IntAluPlugin_ALU_BITWISE_CTRL_lane0[1:0],0.06267906
TOP.VexiiRiscv.execute_ctrl1_down_early0_IntAluPlugin_ALU_BITWISE_CTRL_lane0_string[39:0],0.06267906
TOP.VexiiRiscv.when_DecoderPlugin_l240,0.05769531
TOP.VexiiRiscv.CsrAccessPlugin_logic_fsm_inject_immZero,0.05621925
TOP.VexiiRiscv.CsrAccessPlugin_logic_fsm_inject_srcZero,0.05621925
TOP.VexiiRiscv.execute_ctrl2_down_early0_BranchPlugin_logic_jumpLogic_MISSALIGNED_lane0,0.05599982
TOP.VexiiRiscv.execute_ctrl3_up_lane0_logic_completions_onCtrl_1_ENABLE_lane0,0.05494784
TOP.VexiiRiscv.execute_ctrl3_up_COMPLETION_AT_3_lane0,0.05494784
TOP.VexiiRiscv.execute_ctrl3_down_lane0_logic_completions_onCtrl_1_ENABLE_lane0,0.05494784
TOP.VexiiRiscv.execute_ctrl3_down_COMPLETION_AT_3_lane0,0.05494784
TOP.VexiiRiscv.execute_ctrl2_down_lane0_logic_completions_onCtrl_1_ENABLE_lane0,0.05494701
TOP.VexiiRiscv.execute_ctrl2_down_COMPLETION_AT_3_lane0,0.05494701
TOP.VexiiRiscv.execute_ctrl2_up_lane0_logic_completions_onCtrl_1_ENABLE_lane0,0.05494701
TOP.VexiiRiscv.execute_ctrl2_up_COMPLETION_AT_3_lane0,0.05494701
TOP.VexiiRiscv.execute_ctrl1_down_lane0_logic_completions_onCtrl_1_ENABLE_lane0,0.05494619
TOP.VexiiRiscv.execute_ctrl1_down_COMPLETION_AT_3_lane0,0.05494619
TOP.VexiiRiscv.WhiteboxerPlugin_logic_perf_candidatesCountCounters_0[59:0],0.05125522
TOP.VexiiRiscv.WhiteboxerPlugin_logic_perf_dispatchFeedCounters_0[59:0],0.05125522
TOP.VexiiRiscv.early0_BranchPlugin_logic_jumpLogic_rdLink,0.05061007
TOP.VexiiRiscv.execute_ctrl0_up_RS1_ENABLE_lane0,0.04633887
TOP.VexiiRiscv.decode_ctrls_1_down_RS1_ENABLE_0,0.04633887
TOP.VexiiRiscv.DispatchPlugin_logic_candidates_0_ctx_hm_RS1_ENABLE,0.04633887
TOP.VexiiRiscv.LsuCachelessPlugin_logic_bus_cmd_payload_io,0.04216136
TOP.VexiiRiscv.execute_ctrl3_down_LsuCachelessPlugin_logic_onPma_RSP_lane0_io,0.04216136
TOP.VexiiRiscv.execute_ctrl4_up_LsuCachelessPlugin_logic_onPma_RSP_lane0_io,0.04216136
TOP.VexiiRiscv.execute_ctrl3_up_LsuCachelessPlugin_logic_onPma_RSP_lane0_io,0.04216136
TOP.VexiiRiscv.execute_ctrl4_down_LsuCachelessPlugin_logic_onPma_RSP_lane0_io,0.04216136
TOP.VexiiRiscv.execute_ctrl2_down_LsuCachelessPlugin_logic_onPma_RSP_lane0_io,0.04216136
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onPma_port_rsp_io,0.04216136
TOP.VexiiRiscv.LsuCachelessPlugin_logic_bus_cmd_payload_regNext_io,0.04216136
TOP.LsuCachelessPlugin_logic_bus_cmd_payload_io,0.04216136
TOP.VexiiRiscv.lane0_IntFormatPlugin_logic_stages_2_segments_1_sign_value,0.04129101
TOP.VexiiRiscv.execute_ctrl2_down_LsuCachelessPlugin_logic_onAddress_MISS_ALIGNED_lane0,0.04106500
TOP.VexiiRiscv.lane0_integer_WriteBackPlugin_logic_stages_2_write_valid,0.04061298
TOP.VexiiRiscv.execute_lane0_logic_completions_onCtrl_2_port_valid,0.04061298
TOP.VexiiRiscv.WhiteboxerPlugin_logic_rfWrites_ports_2_valid,0.04061298
TOP.VexiiRiscv.WhiteboxerPlugin_logic_completions_ports_3_valid,0.04061298
TOP.VexiiRiscv.WhiteboxerPlugin_logic_loadExecute_fire,0.04060969
TOP.VexiiRiscv.execute_lane0_logic_completions_onCtrl_1_port_valid,0.03773154
TOP.VexiiRiscv.WhiteboxerPlugin_logic_completions_ports_2_valid,0.03773154
TOP.VexiiRiscv.decode_ctrls_0_down_isValid,0.03743485
TOP.VexiiRiscv.decode_ctrls_1_down_valid,0.03743485
TOP.VexiiRiscv.fetch_logic_ctrls_1_up_valid,0.03743485
TOP.VexiiRiscv.decode_ctrls_0_down_valid,0.03743485
TOP.VexiiRiscv.fetch_logic_ctrls_1_down_valid,0.03743485
TOP.VexiiRiscv.fetch_logic_ctrls_1_down_isValid,0.03743485
TOP.VexiiRiscv.decode_ctrls_1_up_isValid,0.03743485
TOP.VexiiRiscv.decode_ctrls_1_up_valid,0.03743485
TOP.VexiiRiscv.fetch_logic_ctrls_1_up_isValid,0.03743485
TOP.VexiiRiscv.decode_ctrls_0_up_isValid,0.03743485
TOP.VexiiRiscv.decode_ctrls_0_up_valid,0.03743485
TOP.VexiiRiscv.decode_ctrls_0_up_LANE_SEL_0,0.03743485
