SignalName,ActivityFactor
TOP.VexiiRiscv.CsrAccessPlugin_bus_read_address[11:0],0.25877704
TOP.VexiiRiscv.CsrAccessPlugin_bus_write_address[11:0],0.25877704
TOP.VexiiRiscv.WhiteboxerPlugin_logic_csr_access_payload_address[11:0],0.25877704
TOP.VexiiRiscv.CsrAccessPlugin_logic_fsm_inject_csrAddress[11:0],0.25877704
TOP.VexiiRiscv.WhiteboxerPlugin_logic_csr_port_payload_address[11:0],0.25877704
TOP.VexiiRiscv.execute_ctrl2_up_early0_SrcPlugin_SRC2_lane0[31:0],0.25406122
TOP.VexiiRiscv.execute_ctrl1_down_early0_SrcPlugin_SRC2_lane0[31:0],0.25406122
TOP.VexiiRiscv.execute_ctrl2_down_early0_SrcPlugin_SRC2_lane0[31:0],0.25406122
TOP.VexiiRiscv.LsuCachelessPlugin_logic_iwb_payload[31:0],0.25157427
TOP.VexiiRiscv.lane0_IntFormatPlugin_logic_stages_2_raw[31:0],0.25157427
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onWb_rspShifted[31:0],0.25157427
TOP.VexiiRiscv.LsuCachelessPlugin_logic_bus_cmd_payload_data[31:0],0.24993713
TOP.VexiiRiscv.LsuCachelessPlugin_logic_bus_cmd_payload_regNext_data[31:0],0.24993713
TOP.VexiiRiscv.WhiteboxerPlugin_logic_storeCommit_data[31:0],0.24993713
TOP.LsuCachelessPlugin_logic_bus_cmd_payload_data[31:0],0.24993713
TOP.VexiiRiscv.execute_ctrl2_up_early0_SrcPlugin_SRC1_lane0[31:0],0.24803288
TOP.VexiiRiscv.execute_ctrl2_down_early0_SrcPlugin_SRC1_lane0[31:0],0.24803288
TOP.VexiiRiscv.execute_ctrl1_down_early0_SrcPlugin_SRC1_lane0[31:0],0.24803206
TOP.VexiiRiscv.CsrAccessPlugin_logic_fsm_writeLogic_alu_mask[31:0],0.24574318
TOP.VexiiRiscv.LsuCachelessPlugin_logic_bus_cmd_payload_mask[3:0],0.24467723
TOP.LsuCachelessPlugin_logic_bus_cmd_payload_mask[3:0],0.24467723
TOP.VexiiRiscv.LsuCachelessPlugin_logic_bus_cmd_payload_regNext_mask[3:0],0.24467641
TOP.VexiiRiscv.execute_ctrl2_up_integer_RS1_lane0[31:0],0.24425891
TOP.VexiiRiscv.CsrAccessPlugin_logic_fsm_interface_rs1[31:0],0.24425891
TOP.VexiiRiscv.execute_ctrl1_down_integer_RS1_lane0[31:0],0.24425808
TOP.VexiiRiscv.integer_RegFilePlugin_logic_regfile_fpga_io_reads_1_data[31:0],0.24395235
TOP.VexiiRiscv.execute_lane0_bypasser_integer_RS1_port_data[31:0],0.24395235
TOP.VexiiRiscv.integer_RegFilePlugin_logic_regfile_fpga.io_reads_1_data[31:0],0.24395235
TOP.VexiiRiscv.integer_RegFilePlugin_logic_regfile_fpga.asMem_ram_spinal_port2[31:0],0.24395235
TOP.VexiiRiscv.integer_RegFilePlugin_logic_regfile_fpga.conv_read_1_rsp[31:0],0.24395235
TOP.VexiiRiscv.integer_RegFilePlugin_logic_regfile_fpga.asMem_reads_1_sync_port_rsp[31:0],0.24395235
TOP.VexiiRiscv.early0_SrcPlugin_logic_addsub_combined_rs2Patched[31:0],0.24104708
TOP.VexiiRiscv.early0_BarrelShifterPlugin_logic_shift_amplitude[4:0],0.23995072
TOP.VexiiRiscv.execute_ctrl0_down_RS2_PHYS_lane0[4:0],0.23723037
TOP.VexiiRiscv.execute_ctrl0_up_RS2_PHYS_lane0[4:0],0.23723037
TOP.VexiiRiscv.decode_ctrls_1_down_RS2_PHYS_0[4:0],0.23723037
TOP.VexiiRiscv.DispatchPlugin_logic_candidates_0_ctx_hm_RS2_PHYS[4:0],0.23723037
TOP.VexiiRiscv.execute_lane0_bypasser_integer_RS2_port_address[4:0],0.23723037
TOP.VexiiRiscv.integer_RegFilePlugin_logic_regfile_fpga.io_reads_0_address[4:0],0.23723037
TOP.VexiiRiscv.integer_RegFilePlugin_logic_regfile_fpga.conv_read_0_cmd_payload[4:0],0.23723037
TOP.VexiiRiscv.integer_RegFilePlugin_logic_regfile_fpga.asMem_reads_0_sync_port_cmd_payload[4:0],0.23723037
TOP.VexiiRiscv.execute_ctrl1_up_RS2_PHYS_lane0[4:0],0.23722955
TOP.VexiiRiscv.execute_ctrl1_down_RS2_PHYS_lane0[4:0],0.23722955
TOP.VexiiRiscv.execute_ctrl2_up_integer_RS2_lane0[31:0],0.23589814
TOP.VexiiRiscv.execute_ctrl2_down_LsuCachelessPlugin_logic_onFirst_WRITE_DATA_lane0[31:0],0.23589814
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onFork_mapping_2_1[31:0],0.23589814
TOP.VexiiRiscv.execute_ctrl1_down_integer_RS2_lane0[31:0],0.23589731
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onFork_mapping_1_1[31:0],0.23551104
TOP.VexiiRiscv.integer_RegFilePlugin_logic_regfile_fpga_io_reads_0_data[31:0],0.23429715
TOP.VexiiRiscv.execute_lane0_bypasser_integer_RS2_port_data[31:0],0.23429715
TOP.VexiiRiscv.integer_RegFilePlugin_logic_regfile_fpga.io_reads_0_data[31:0],0.23429715
TOP.VexiiRiscv.integer_RegFilePlugin_logic_regfile_fpga.asMem_ram_spinal_port1[31:0],0.23429715
TOP.VexiiRiscv.integer_RegFilePlugin_logic_regfile_fpga.conv_read_0_rsp[31:0],0.23429715
TOP.VexiiRiscv.integer_RegFilePlugin_logic_regfile_fpga.asMem_reads_0_sync_port_rsp[31:0],0.23429715
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onFork_mapping_0_1[31:0],0.23327476
TOP.VexiiRiscv.CsrAccessPlugin_logic_fsm_writeLogic_alu_masked[31:0],0.22719219
TOP.VexiiRiscv.LsuCachelessPlugin_pmaBuilder_argsBits[2:0],0.22173011
TOP.VexiiRiscv.execute_ctrl4_up_lane0_integer_WriteBackPlugin_logic_DATA_lane0[31:0],0.21610695
TOP.VexiiRiscv.execute_ctrl3_down_lane0_integer_WriteBackPlugin_logic_DATA_lane0[31:0],0.21610695
TOP.VexiiRiscv.execute_ctrl3_lane0_integer_WriteBackPlugin_logic_DATA_lane0_bypass[31:0],0.21610695
TOP.VexiiRiscv.lane0_integer_WriteBackPlugin_logic_stages_1_merged[31:0],0.21610695
TOP.VexiiRiscv.execute_ctrl3_up_lane0_integer_WriteBackPlugin_logic_DATA_lane0[31:0],0.21610449
TOP.VexiiRiscv.execute_ctrl2_down_lane0_integer_WriteBackPlugin_logic_DATA_lane0[31:0],0.21610449
TOP.VexiiRiscv.execute_ctrl2_lane0_integer_WriteBackPlugin_logic_DATA_lane0_bypass[31:0],0.21610449
TOP.VexiiRiscv.lane0_integer_WriteBackPlugin_logic_stages_0_muxed[31:0],0.21610449
TOP.VexiiRiscv.lane0_integer_WriteBackPlugin_logic_stages_0_write_payload_data[31:0],0.21610449
TOP.VexiiRiscv.WhiteboxerPlugin_logic_rfWrites_ports_0_payload_data[31:0],0.21610449
TOP.VexiiRiscv.WhiteboxerPlugin_logic_perf_dispatchHazardsCounter[59:0],0.20981809
TOP.VexiiRiscv.execute_ctrl0_down_RS1_PHYS_lane0[4:0],0.20930525
TOP.VexiiRiscv.execute_ctrl0_up_RS1_PHYS_lane0[4:0],0.20930525
TOP.VexiiRiscv.decode_ctrls_1_down_RS1_PHYS_0[4:0],0.20930525
TOP.VexiiRiscv.DispatchPlugin_logic_candidates_0_ctx_hm_RS1_PHYS[4:0],0.20930525
TOP.VexiiRiscv.execute_lane0_bypasser_integer_RS1_port_address[4:0],0.20930525
TOP.VexiiRiscv.integer_RegFilePlugin_logic_regfile_fpga.io_reads_1_address[4:0],0.20930525
TOP.VexiiRiscv.integer_RegFilePlugin_logic_regfile_fpga.conv_read_1_cmd_payload[4:0],0.20930525
TOP.VexiiRiscv.integer_RegFilePlugin_logic_regfile_fpga.asMem_reads_1_sync_port_cmd_payload[4:0],0.20930525
TOP.VexiiRiscv.execute_ctrl1_up_RS1_PHYS_lane0[4:0],0.20930443
TOP.VexiiRiscv.execute_ctrl1_down_RS1_PHYS_lane0[4:0],0.20930443
TOP.VexiiRiscv.LsuCachelessPlugin_logic_pmpPort_logic_torCmpAddress[19:0],0.20287831
TOP.VexiiRiscv.lane0_IntFormatPlugin_logic_stages_0_wb_payload[31:0],0.20199235
TOP.VexiiRiscv.lane0_IntFormatPlugin_logic_stages_0_raw[31:0],0.20199235
TOP.VexiiRiscv.switch_Misc_l242[2:0],0.18780378
TOP.VexiiRiscv.lane0_integer_WriteBackPlugin_logic_stages_0_hits[1:0],0.18610089
TOP.VexiiRiscv.decode_ctrls_1_up_isMoving,0.18165628
TOP.VexiiRiscv.when_DecoderPlugin_l138,0.18165628
TOP.VexiiRiscv.execute_ctrl0_down_RD_ENABLE_lane0,0.18099797
TOP.VexiiRiscv.execute_ctrl0_RD_ENABLE_lane0_bypass,0.18099797
TOP.VexiiRiscv.execute_ctrl0_up_RD_ENABLE_lane0,0.18099797
TOP.VexiiRiscv.execute_ctrl1_up_RD_ENABLE_lane0,0.18099797
TOP.VexiiRiscv.DispatchPlugin_logic_candidates_0_fire,0.17342207
TOP.VexiiRiscv.DispatchPlugin_logic_feeds_0_sending,0.17342207
TOP.VexiiRiscv.DispatchPlugin_logic_scheduler_eusFree_1[0:0],0.17342207
TOP.VexiiRiscv.DispatchPlugin_logic_scheduler_arbiters_0_doIt,0.17342207
TOP.VexiiRiscv.DispatchPlugin_logic_inserter_0_oh[0:0],0.17342207
TOP.VexiiRiscv.DispatchPlugin_logic_inserter_0_layerOhUnfiltred[0:0],0.17342207
TOP.VexiiRiscv.DispatchPlugin_logic_inserter_0_layer_0_1,0.17342207
TOP.VexiiRiscv.execute_ctrl4_up_AguPlugin_SIZE_lane0[1:0],0.17336125
TOP.VexiiRiscv.execute_ctrl4_down_AguPlugin_SIZE_lane0[1:0],0.17336125
TOP.VexiiRiscv.WhiteboxerPlugin_logic_loadExecute_size[1:0],0.17336125
TOP.VexiiRiscv.LsuCachelessPlugin_logic_bus_cmd_payload_size[1:0],0.17336043
TOP.VexiiRiscv.execute_ctrl3_down_AguPlugin_SIZE_lane0[1:0],0.17336043
TOP.VexiiRiscv.execute_ctrl3_up_AguPlugin_SIZE_lane0[1:0],0.17336043
TOP.VexiiRiscv.execute_ctrl2_up_AguPlugin_SIZE_lane0[1:0],0.17336043
TOP.VexiiRiscv.execute_ctrl2_down_AguPlugin_SIZE_lane0[1:0],0.17336043
TOP.VexiiRiscv.PrivilegedPlugin_api_lsuTriggerBus_size[1:0],0.17336043
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onPma_port_cmd_size[1:0],0.17336043
TOP.VexiiRiscv.LsuCachelessPlugin_logic_bus_cmd_payload_regNext_size[1:0],0.17336043
TOP.VexiiRiscv.WhiteboxerPlugin_logic_storeCommit_size[1:0],0.17336043
TOP.LsuCachelessPlugin_logic_bus_cmd_payload_size[1:0],0.17336043
TOP.VexiiRiscv.execute_ctrl1_down_AguPlugin_SIZE_lane0[1:0],0.17335961
TOP.VexiiRiscv.execute_ctrl1_up_AguPlugin_SIZE_lane0[1:0],0.17335961
TOP.VexiiRiscv.execute_ctrl0_down_AguPlugin_SIZE_lane0[1:0],0.17335961
TOP.VexiiRiscv.execute_ctrl1_down_early0_SrcPlugin_logic_SRC2_CTRL_lane0[1:0],0.17306539
TOP.VexiiRiscv.WhiteboxerPlugin_logic_decodes_0_fire,0.17178082
TOP.VexiiRiscv.WhiteboxerPlugin_logic_serializeds_0_fire,0.17178000
TOP.VexiiRiscv.execute_ctrl2_LANE_SEL_lane0_bypass,0.17177835
TOP.VexiiRiscv.execute_ctrl1_down_LANE_SEL_lane0,0.17177835
TOP.VexiiRiscv.execute_ctrl1_LANE_SEL_lane0_bypass,0.17177835
TOP.VexiiRiscv.execute_ctrl0_LANE_SEL_lane0_bypass,0.17177835
TOP.VexiiRiscv.execute_ctrl0_down_LANE_SEL_lane0,0.17177835
TOP.VexiiRiscv.execute_ctrl2_down_LANE_SEL_lane0,0.17177835
TOP.VexiiRiscv.execute_ctrl0_up_LANE_SEL_lane0,0.17177835
TOP.VexiiRiscv.execute_ctrl1_up_LANE_SEL_lane0,0.17177835
TOP.VexiiRiscv.execute_ctrl2_up_LANE_SEL_lane0,0.17177835
TOP.VexiiRiscv.when_DispatchPlugin_l439,0.17177835
TOP.VexiiRiscv.WhiteboxerPlugin_logic_dispatches_0_fire,0.17177835
TOP.VexiiRiscv.WhiteboxerPlugin_logic_executes_0_fire,0.17177835
TOP.VexiiRiscv.execute_ctrl3_down_LANE_SEL_lane0,0.17177753
TOP.VexiiRiscv.execute_ctrl3_up_LANE_SEL_lane0,0.17177753
TOP.VexiiRiscv.execute_ctrl5_up_LANE_SEL_lane0,0.17177671
TOP.VexiiRiscv.execute_ctrl5_down_LANE_SEL_lane0,0.17177671
TOP.VexiiRiscv.execute_ctrl4_down_LANE_SEL_lane0,0.17177671
TOP.VexiiRiscv.execute_ctrl4_up_LANE_SEL_lane0,0.17177671
TOP.VexiiRiscv.PrivilegedPlugin_logic_harts_0_commitMask[0:0],0.17177671
TOP.VexiiRiscv.WhiteboxerPlugin_logic_commits_ports_0_oh_0,0.17177671
TOP.VexiiRiscv.WhiteboxerPlugin_logic_commits_ports_0_valid,0.17177671
TOP.VexiiRiscv.execute_lane0_logic_completions_onCtrl_0_port_valid,0.17057187
TOP.VexiiRiscv.WhiteboxerPlugin_logic_completions_ports_1_valid,0.17057187
TOP.VexiiRiscv.LsuCachelessPlugin_logic_trapPort_payload_code[3:0],0.16496186
TOP.VexiiRiscv.lane0_IntFormatPlugin_logic_stages_0_hits[1:0],0.15440179
TOP.VexiiRiscv.execute_ctrl1_down_early0_IntAluPlugin_SEL_lane0,0.14722368
TOP.VexiiRiscv.execute_ctrl2_up_early0_IntAluPlugin_SEL_lane0,0.14722286
TOP.VexiiRiscv.execute_ctrl2_down_early0_IntAluPlugin_SEL_lane0,0.14722286
TOP.VexiiRiscv.early0_IntAluPlugin_logic_wb_valid,0.14722286
TOP.VexiiRiscv.decode_ctrls_0_up_isMoving,0.14586597
TOP.VexiiRiscv.decode_ctrls_0_up_isFiring,0.14586597
TOP.VexiiRiscv.AlignerPlugin_api_downMoving,0.14586597
TOP.VexiiRiscv.when_AlignerPlugin_l171,0.14586597
TOP.VexiiRiscv.when_AlignerPlugin_l292,0.14586597
TOP.VexiiRiscv.decode_ctrls_1_down_DispatchPlugin_MAY_FLUSH_0,0.14571475
TOP.VexiiRiscv.DispatchPlugin_logic_candidates_0_ctx_hm_DispatchPlugin_MAY_FLUSH,0.14571475
TOP.VexiiRiscv.FetchCachelessPlugin_logic_buffer_words[1][32:0],0.14531943
TOP.VexiiRiscv.FetchCachelessPlugin_logic_buffer_words[0][32:0],0.14531121
TOP.VexiiRiscv.DispatchPlugin_logic_candidates_0_rsHazards[0:0],0.14446305
TOP.VexiiRiscv.DispatchPlugin_logic_scheduler_arbiters_0_layersHits[0:0],0.14446305
TOP.VexiiRiscv.DispatchPlugin_logic_scheduler_arbiters_0_layersHits_bools_0,0.14446305
TOP.VexiiRiscv.DispatchPlugin_logic_scheduler_arbiters_0_layerOh[0:0],0.14446305
TOP.VexiiRiscv.DispatchPlugin_logic_scheduler_arbiters_0_eusOh[0:0],0.14446305
TOP.VexiiRiscv.FetchCachelessPlugin_logic_bus_cmd_valid,0.14422225
TOP.VexiiRiscv.FetchCachelessPlugin_logic_bus_rsp_valid,0.14422225
TOP.VexiiRiscv.fetch_logic_ctrls_0_up_isReady,0.14422225
TOP.VexiiRiscv.fetch_logic_ctrls_0_up_isMoving,0.14422225
TOP.VexiiRiscv.fetch_logic_ctrls_0_up_isFiring,0.14422225
TOP.VexiiRiscv.fetch_logic_ctrls_0_up_ready,0.14422225
TOP.VexiiRiscv.fetch_logic_ctrls_0_down_isFiring,0.14422225
TOP.VexiiRiscv.WhiteboxerPlugin_logic_fetch_fire,0.14422225
TOP.VexiiRiscv.FetchCachelessPlugin_logic_buffer_reserveId_willIncrement,0.14422225
TOP.VexiiRiscv.FetchCachelessPlugin_logic_buffer_write_valid,0.14422225
TOP.VexiiRiscv.FetchCachelessPlugin_logic_buffer_inflightSpawn,0.14422225
TOP.VexiiRiscv.WhiteboxerPlugin_logic_decodes_0_spawn,0.14422225
TOP.VexiiRiscv.PcPlugin_logic_harts_0_self_increment,0.14422225
TOP.VexiiRiscv.PcPlugin_logic_harts_0_output_ready,0.14422225
TOP.VexiiRiscv.PcPlugin_logic_harts_0_output_fire,0.14422225
TOP.VexiiRiscv.FetchCachelessPlugin_logic_fork_forked_fire,0.14422225
TOP.VexiiRiscv.FetchCachelessPlugin_logic_fork_halted_valid,0.14422225
TOP.VexiiRiscv.FetchCachelessPlugin_logic_fork_translated_valid,0.14422225
TOP.VexiiRiscv.FetchCachelessPlugin_logic_fork_persistent_valid,0.14422225
TOP.VexiiRiscv.FetchCachelessPlugin_logic_fork_translated_fire,0.14422225
TOP.VexiiRiscv.FetchCachelessPlugin_logic_bus_cmd_valid_regNext,0.14422225
TOP.FetchCachelessPlugin_logic_bus_cmd_valid,0.14422225
TOP.FetchCachelessPlugin_logic_bus_rsp_valid,0.14422225
TOP.VexiiRiscv.decode_ctrls_1_down_isReady,0.14422143
TOP.VexiiRiscv.decode_ctrls_0_down_isReady,0.14422143
TOP.VexiiRiscv.fetch_logic_ctrls_0_down_isReady,0.14422143
TOP.VexiiRiscv.decode_ctrls_0_up_ready,0.14422143
TOP.VexiiRiscv.decode_ctrls_0_down_ready,0.14422143
TOP.VexiiRiscv.fetch_logic_ctrls_0_down_ready,0.14422143
TOP.VexiiRiscv.fetch_logic_ctrls_1_up_ready,0.14422143
TOP.VexiiRiscv.fetch_logic_ctrls_1_down_ready,0.14422143
TOP.VexiiRiscv.fetch_logic_ctrls_1_down_isReady,0.14422143
TOP.VexiiRiscv.decode_ctrls_1_down_ready,0.14422143
TOP.VexiiRiscv.decode_ctrls_1_up_isReady,0.14422143
TOP.VexiiRiscv.decode_ctrls_1_up_ready,0.14422143
TOP.VexiiRiscv.decode_ctrls_0_up_isReady,0.14422143
TOP.VexiiRiscv.FetchCachelessPlugin_logic_buffer_full,0.14422143
TOP.VexiiRiscv.when_DecoderPlugin_l146,0.14422143
TOP.VexiiRiscv.when_DispatchPlugin_l368,0.14422143
TOP.VexiiRiscv.FetchCachelessPlugin_logic_fork_forked_ready,0.14422143
TOP.VexiiRiscv.FetchCachelessPlugin_logic_fork_forked_fired,0.14422143
TOP.VexiiRiscv.WhiteboxerPlugin_logic_perf_dispatchHazards,0.14422143
TOP.VexiiRiscv.DispatchPlugin_logic_scheduler_hartFree_1[0:0],0.14421978
TOP.VexiiRiscv.execute_ctrl1_down_RD_ENABLE_lane0,0.14379571
TOP.VexiiRiscv.execute_ctrl1_RD_ENABLE_lane0_bypass,0.14379571
TOP.VexiiRiscv.integer_RegFilePlugin_logic_regfile_fpga_io_writes_0_valid,0.14379324
TOP.VexiiRiscv.execute_ctrl4_down_RD_ENABLE_lane0,0.14379324
TOP.VexiiRiscv.execute_ctrl5_up_RD_ENABLE_lane0,0.14379324
TOP.VexiiRiscv.execute_ctrl4_up_RD_ENABLE_lane0,0.14379324
TOP.VexiiRiscv.integer_RegFilePlugin_logic_regfile_fpga.io_writes_0_valid,0.14379324
TOP.VexiiRiscv.integer_RegFilePlugin_logic_regfile_fpga.conv_writes_0_valid,0.14379324
TOP.VexiiRiscv.integer_RegFilePlugin_logic_regfile_fpga.asMem_writes_0_port_valid,0.14379324
TOP.VexiiRiscv.execute_ctrl3_down_RD_ENABLE_lane0,0.14379242
TOP.VexiiRiscv.execute_ctrl2_down_RD_ENABLE_lane0,0.14379242
TOP.VexiiRiscv.execute_ctrl2_RD_ENABLE_lane0_bypass,0.14379242
TOP.VexiiRiscv.execute_ctrl3_up_RD_ENABLE_lane0,0.14379242
TOP.VexiiRiscv.execute_ctrl2_up_RD_ENABLE_lane0,0.14379242
TOP.VexiiRiscv.lane0_integer_WriteBackPlugin_logic_write_port_valid,0.14379242
TOP.VexiiRiscv.CsrAccessPlugin_logic_fsm_interface_rdEnable,0.14379242
TOP.VexiiRiscv.integer_RegFilePlugin_logic_writeMerges_0_bus_valid,0.14379242
TOP.VexiiRiscv.integer_write_0_valid,0.14379242
TOP.VexiiRiscv.execute_ctrl4_up_AguPlugin_LOAD_lane0,0.14305603
TOP.VexiiRiscv.execute_ctrl4_down_AguPlugin_LOAD_lane0,0.14305603
TOP.VexiiRiscv.LsuCachelessPlugin_logic_bus_cmd_payload_write,0.14305521
TOP.VexiiRiscv.execute_ctrl3_down_AguPlugin_LOAD_lane0,0.14305521
TOP.VexiiRiscv.execute_ctrl3_up_AguPlugin_STORE_lane0,0.14305521
TOP.VexiiRiscv.execute_ctrl3_up_AguPlugin_LOAD_lane0,0.14305521
TOP.VexiiRiscv.execute_ctrl2_up_AguPlugin_STORE_lane0,0.14305521
TOP.VexiiRiscv.execute_ctrl2_up_AguPlugin_LOAD_lane0,0.14305521
TOP.VexiiRiscv.execute_ctrl1_down_AguPlugin_STORE_lane0,0.14305521
TOP.VexiiRiscv.execute_ctrl1_down_AguPlugin_LOAD_lane0,0.14305521
TOP.VexiiRiscv.execute_ctrl3_down_AguPlugin_STORE_lane0,0.14305521
TOP.VexiiRiscv.execute_ctrl2_down_AguPlugin_LOAD_lane0,0.14305521
TOP.VexiiRiscv.execute_ctrl2_down_AguPlugin_STORE_lane0,0.14305521
TOP.VexiiRiscv.PrivilegedPlugin_api_lsuTriggerBus_load,0.14305521
TOP.VexiiRiscv.PrivilegedPlugin_api_lsuTriggerBus_store,0.14305521
TOP.VexiiRiscv.LsuCachelessPlugin_logic_trapPort_payload_arg[1:0],0.14305521
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onPma_port_cmd_op[0:0],0.14305521
TOP.LsuCachelessPlugin_logic_bus_cmd_payload_write,0.14305521
TOP.VexiiRiscv.LsuCachelessPlugin_logic_bus_cmd_payload_regNext_write,0.14305439
TOP.VexiiRiscv.execute_ctrl2_up_SrcStageables_UNSIGNED_lane0,0.14000118
TOP.VexiiRiscv.execute_ctrl1_down_SrcStageables_UNSIGNED_lane0,0.14000118
TOP.VexiiRiscv.execute_ctrl2_down_SrcStageables_UNSIGNED_lane0,0.14000118
TOP.VexiiRiscv.execute_ctrl2_up_early0_IntAluPlugin_ALU_ADD_SUB_lane0,0.13896893
TOP.VexiiRiscv.execute_ctrl2_down_early0_IntAluPlugin_ALU_ADD_SUB_lane0,0.13896893
TOP.VexiiRiscv.execute_ctrl1_down_early0_IntAluPlugin_ALU_ADD_SUB_lane0,0.13896811
TOP.VexiiRiscv.FetchCachelessPlugin_logic_fork_forked_valid,0.13644089
TOP.VexiiRiscv.execute_ctrl0_up_DispatchPlugin_MAY_FLUSH_lane0,0.13637432
TOP.VexiiRiscv.execute_ctrl2_up_CsrAccessPlugin_CSR_MASK_lane0,0.13477663
TOP.VexiiRiscv.execute_ctrl2_down_CsrAccessPlugin_CSR_MASK_lane0,0.13477663
TOP.VexiiRiscv.CsrAccessPlugin_logic_fsm_interface_doMask,0.13477663
TOP.VexiiRiscv.execute_ctrl1_down_CsrAccessPlugin_CSR_MASK_lane0,0.13477581
TOP.VexiiRiscv.execute_ctrl4_up_LsuCachelessPlugin_logic_onPma_RSP_lane0_fault,0.13086211
TOP.VexiiRiscv.execute_ctrl4_down_LsuCachelessPlugin_logic_onPma_RSP_lane0_fault,0.13086211
TOP.VexiiRiscv.execute_ctrl3_down_LsuCachelessPlugin_logic_onPma_RSP_lane0_fault,0.13086129
TOP.VexiiRiscv.execute_ctrl3_up_LsuCachelessPlugin_logic_onPma_RSP_lane0_fault,0.13086129
TOP.VexiiRiscv.execute_ctrl2_down_LsuCachelessPlugin_logic_onPma_RSP_lane0_fault,0.13086129
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onPma_port_rsp_fault,0.13086129
TOP.VexiiRiscv.when_LsuCachelessPlugin_l267,0.13086129
TOP.VexiiRiscv.lane0_integer_WriteBackPlugin_logic_stages_0_write_valid,0.13068377
TOP.VexiiRiscv.WhiteboxerPlugin_logic_rfWrites_ports_0_valid,0.13068377
TOP.VexiiRiscv.CsrRamPlugin_csrMapper_read_address[1:0],0.12840640
TOP.VexiiRiscv.CsrRamPlugin_csrMapper_write_address[1:0],0.12840640
TOP.VexiiRiscv.CsrRamPlugin_csrMapper_ramAddress[1:0],0.12840640
TOP.VexiiRiscv.execute_ctrl1_down_lane0_IntFormatPlugin_logic_SIGNED_lane0,0.12737004
TOP.VexiiRiscv.execute_ctrl2_down_lane0_IntFormatPlugin_logic_SIGNED_lane0,0.12736921
TOP.VexiiRiscv.execute_ctrl2_up_lane0_IntFormatPlugin_logic_SIGNED_lane0,0.12736921
TOP.VexiiRiscv.execute_ctrl3_down_lane0_IntFormatPlugin_logic_SIGNED_lane0,0.12736839
TOP.VexiiRiscv.execute_ctrl4_up_lane0_IntFormatPlugin_logic_SIGNED_lane0,0.12736839
TOP.VexiiRiscv.execute_ctrl3_up_lane0_IntFormatPlugin_logic_SIGNED_lane0,0.12736839
TOP.VexiiRiscv.execute_ctrl4_down_lane0_IntFormatPlugin_logic_SIGNED_lane0,0.12736839
TOP.VexiiRiscv.execute_ctrl2_down_early0_SrcPlugin_LESS_lane0,0.12730757
TOP.VexiiRiscv.CsrAccessPlugin_bus_decode_read,0.12659420
TOP.VexiiRiscv.CsrAccessPlugin_logic_fsm_inject_csrRead,0.12659420
TOP.VexiiRiscv.LsuCachelessPlugin_logic_trapPort_payload_exception,0.12475159
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onFork_skip,0.12475159
TOP.VexiiRiscv.decode_ctrls_1_down_RD_ENABLE_0,0.12332813
TOP.VexiiRiscv.DispatchPlugin_logic_candidates_0_ctx_hm_RD_ENABLE,0.12332813
TOP.VexiiRiscv.lane0_IntFormatPlugin_logic_stages_2_segments_0_sign_sels_0,0.12298706
TOP.VexiiRiscv.lane0_IntFormatPlugin_logic_stages_2_segments_1_sign_sels_0,0.12298706
TOP.VexiiRiscv.execute_ctrl0_up_RS2_ENABLE_lane0,0.12243066
TOP.VexiiRiscv.decode_ctrls_1_down_RS2_ENABLE_0,0.12243066
TOP.VexiiRiscv.DispatchPlugin_logic_candidates_0_ctx_hm_RS2_ENABLE,0.12243066
TOP.VexiiRiscv.lane0_IntFormatPlugin_logic_stages_0_wb_valid,0.12113541
TOP.VexiiRiscv.streamArbiter_1_io_output_payload_taken,0.11891640
TOP.VexiiRiscv.streamArbiter_1_io_output_payload_wasWrong,0.11891640
TOP.VexiiRiscv.execute_ctrl2_down_early0_BranchPlugin_logic_jumpLogic_COND_lane0,0.11891640
TOP.VexiiRiscv.early0_BranchPlugin_logic_jumpLogic_needFix,0.11891640
TOP.VexiiRiscv.early0_BranchPlugin_logic_jumpLogic_learn_payload_taken,0.11891640
TOP.VexiiRiscv.early0_BranchPlugin_logic_jumpLogic_learn_payload_wasWrong,0.11891640
TOP.VexiiRiscv.LearnPlugin_logic_learn_payload_taken,0.11891640
TOP.VexiiRiscv.LearnPlugin_logic_learn_payload_wasWrong,0.11891640
TOP.VexiiRiscv.LearnPlugin_logic_buffered_0_payload_taken,0.11891640
TOP.VexiiRiscv.LearnPlugin_logic_buffered_0_payload_wasWrong,0.11891640
TOP.VexiiRiscv.LearnPlugin_logic_arbitrated_payload_taken,0.11891640
TOP.VexiiRiscv.LearnPlugin_logic_arbitrated_payload_wasWrong,0.11891640
TOP.VexiiRiscv.LearnPlugin_logic_arbitrated_toFlow_payload_taken,0.11891640
TOP.VexiiRiscv.LearnPlugin_logic_arbitrated_toFlow_payload_wasWrong,0.11891640
