SignalName,ActivityFactor
TOP.VexiiRiscv.CsrRamPlugin_logic_readLogic_port_cmd_payload[1:0],0.01423532
TOP.VexiiRiscv.CsrRamPlugin_logic_readLogic_ohReg[1:0],0.01423532
TOP.VexiiRiscv.CsrRamPlugin_logic_readLogic_busy,0.01423532
TOP.VexiiRiscv.WhiteboxerPlugin_logic_trap_ports_0_valid,0.01423532
TOP.VexiiRiscv.WhiteboxerPlugin_logic_trap_ports_0_cause[3:0],0.01423532
TOP.VexiiRiscv.TrapPlugin_logic_harts_0_trap_fsm_onExit_PROCESS_1,0.01423532
TOP.VexiiRiscv.TrapPlugin_logic_harts_0_trap_fsm_onExit_TRAP_EPC,0.01423532
TOP.VexiiRiscv.TrapPlugin_logic_harts_0_trap_fsm_onExit_TRAP_TVAL,0.01423532
TOP.VexiiRiscv.TrapPlugin_logic_harts_0_trap_fsm_onExit_TRAP_TVEC,0.01423532
TOP.VexiiRiscv.TrapPlugin_logic_harts_0_trap_fsm_onExit_TRAP_APPLY,0.01423532
TOP.VexiiRiscv.TrapPlugin_logic_harts_0_trap_fsm_onEntry_TRAP_EPC,0.01423532
TOP.VexiiRiscv.TrapPlugin_logic_harts_0_trap_fsm_onEntry_TRAP_TVAL,0.01423532
TOP.VexiiRiscv.TrapPlugin_logic_harts_0_trap_fsm_onEntry_TRAP_TVEC,0.01423532
TOP.VexiiRiscv.TrapPlugin_logic_harts_0_trap_fsm_onEntry_TRAP_APPLY,0.01423532
TOP.VexiiRiscv.execute_ctrl4_up_Decode_UOP_ID_lane0[15:0],0.00714888
TOP.VexiiRiscv.execute_ctrl3_up_Decode_UOP_ID_lane0[15:0],0.00714888
TOP.VexiiRiscv.execute_ctrl4_down_Decode_UOP_ID_lane0[15:0],0.00714888
TOP.VexiiRiscv.execute_ctrl3_down_Decode_UOP_ID_lane0[15:0],0.00714888
TOP.VexiiRiscv.lane0_integer_WriteBackPlugin_logic_stages_1_write_payload_uopId[15:0],0.00714888
TOP.VexiiRiscv.lane0_integer_WriteBackPlugin_logic_stages_2_write_payload_uopId[15:0],0.00714888
TOP.VexiiRiscv.lane0_integer_WriteBackPlugin_logic_write_port_uopId[15:0],0.00714888
TOP.VexiiRiscv.execute_lane0_logic_completions_onCtrl_1_port_payload_uopId[15:0],0.00714888
TOP.VexiiRiscv.execute_lane0_logic_completions_onCtrl_2_port_payload_uopId[15:0],0.00714888
TOP.VexiiRiscv.WhiteboxerPlugin_logic_rfWrites_ports_1_payload_uopId[15:0],0.00714888
TOP.VexiiRiscv.WhiteboxerPlugin_logic_rfWrites_ports_2_payload_uopId[15:0],0.00714888
TOP.VexiiRiscv.WhiteboxerPlugin_logic_completions_ports_2_payload_uopId[15:0],0.00714888
TOP.VexiiRiscv.WhiteboxerPlugin_logic_completions_ports_3_payload_uopId[15:0],0.00714888
TOP.VexiiRiscv.WhiteboxerPlugin_logic_loadExecute_uopId[15:0],0.00714888
TOP.VexiiRiscv.WhiteboxerPlugin_logic_storeConditional_uopId[15:0],0.00714888
TOP.VexiiRiscv.integer_RegFilePlugin_logic_writeMerges_0_bus_uopId[15:0],0.00714888
TOP.VexiiRiscv.integer_write_0_uopId[15:0],0.00714888
TOP.VexiiRiscv.integer_RegFilePlugin_logic_regfile_fpga.io_writes_0_uopId[15:0],0.00714888
TOP.VexiiRiscv.LsuCachelessPlugin_logic_bus_cmd_payload_uopId[15:0],0.00714263
TOP.VexiiRiscv.streamArbiter_1_io_output_payload_uopId[15:0],0.00714263
TOP.VexiiRiscv.execute_ctrl2_up_Decode_UOP_ID_lane0[15:0],0.00714263
TOP.VexiiRiscv.execute_ctrl2_down_Decode_UOP_ID_lane0[15:0],0.00714263
TOP.VexiiRiscv.LsuCachelessPlugin_logic_flushPort_payload_uopId[15:0],0.00714263
TOP.VexiiRiscv.LsuCachelessPlugin_logic_bus_cmd_payload_regNext_uopId[15:0],0.00714263
TOP.VexiiRiscv.early0_BranchPlugin_logic_flushPort_payload_uopId[15:0],0.00714263
TOP.VexiiRiscv.early0_BranchPlugin_logic_jumpLogic_learn_payload_uopId[15:0],0.00714263
TOP.VexiiRiscv.CsrAccessPlugin_logic_flushPort_payload_uopId[15:0],0.00714263
TOP.VexiiRiscv.early0_EnvPlugin_logic_flushPort_payload_uopId[15:0],0.00714263
TOP.VexiiRiscv.LearnPlugin_logic_learn_payload_uopId[15:0],0.00714263
TOP.VexiiRiscv.LearnPlugin_logic_buffered_0_payload_uopId[15:0],0.00714263
TOP.VexiiRiscv.LearnPlugin_logic_arbitrated_payload_uopId[15:0],0.00714263
TOP.VexiiRiscv.LearnPlugin_logic_arbitrated_toFlow_payload_uopId[15:0],0.00714263
TOP.VexiiRiscv.lane0_integer_WriteBackPlugin_logic_stages_0_write_payload_uopId[15:0],0.00714263
TOP.VexiiRiscv.WhiteboxerPlugin_logic_executes_0_microOpId[15:0],0.00714263
TOP.VexiiRiscv.WhiteboxerPlugin_logic_csr_access_payload_uopId[15:0],0.00714263
TOP.VexiiRiscv.CsrAccessPlugin_logic_fsm_interface_uopId[15:0],0.00714263
TOP.VexiiRiscv.execute_lane0_logic_completions_onCtrl_0_port_payload_uopId[15:0],0.00714263
TOP.VexiiRiscv.WhiteboxerPlugin_logic_csr_port_payload_uopId[15:0],0.00714263
TOP.VexiiRiscv.WhiteboxerPlugin_logic_rfWrites_ports_0_payload_uopId[15:0],0.00714263
TOP.VexiiRiscv.WhiteboxerPlugin_logic_completions_ports_1_payload_uopId[15:0],0.00714263
TOP.VexiiRiscv.WhiteboxerPlugin_logic_reschedules_flushes_0_payload_uopId[15:0],0.00714263
TOP.VexiiRiscv.WhiteboxerPlugin_logic_reschedules_flushes_1_payload_uopId[15:0],0.00714263
TOP.VexiiRiscv.WhiteboxerPlugin_logic_reschedules_flushes_2_payload_uopId[15:0],0.00714263
TOP.VexiiRiscv.WhiteboxerPlugin_logic_reschedules_flushes_3_payload_uopId[15:0],0.00714263
TOP.VexiiRiscv.early0_BranchPlugin_logic_jumpLogic_learn_asFlow_payload_uopId[15:0],0.00714263
TOP.VexiiRiscv.WhiteboxerPlugin_logic_prediction_learns_0_payload_uopId[15:0],0.00714263
TOP.VexiiRiscv.WhiteboxerPlugin_logic_storeCommit_uopId[15:0],0.00714263
TOP.VexiiRiscv.WhiteboxerPlugin_logic_storeCommit_storeId[11:0],0.00714263
TOP.VexiiRiscv.WhiteboxerPlugin_logic_storeBroadcast_storeId[11:0],0.00714263
TOP.VexiiRiscv.streamArbiter_1.io_inputs_0_payload_uopId[15:0],0.00714263
TOP.VexiiRiscv.streamArbiter_1.io_output_payload_uopId[15:0],0.00714263
TOP.LsuCachelessPlugin_logic_bus_cmd_payload_uopId[15:0],0.00714263
TOP.VexiiRiscv.execute_ctrl1_down_Decode_UOP_ID_lane0[15:0],0.00713639
TOP.VexiiRiscv.execute_ctrl1_up_Decode_UOP_ID_lane0[15:0],0.00713639
TOP.VexiiRiscv.decode_ctrls_1_up_Decode_DOP_ID_0[9:0],0.00713639
TOP.VexiiRiscv.fetch_logic_ctrls_1_up_Fetch_ID[9:0],0.00713639
TOP.VexiiRiscv.fetch_logic_ctrls_1_down_Fetch_ID[9:0],0.00713639
TOP.VexiiRiscv.decode_ctrls_1_down_Decode_DOP_ID_0[9:0],0.00713639
TOP.VexiiRiscv.decode_ctrls_0_down_Fetch_ID_0[9:0],0.00713639
TOP.VexiiRiscv.decode_ctrls_0_up_Fetch_ID_0[9:0],0.00713639
TOP.VexiiRiscv.AlignerPlugin_logic_extractors_0_ctx_hm_Fetch_ID[9:0],0.00713639
TOP.VexiiRiscv.WhiteboxerPlugin_logic_decodes_0_fetchId[9:0],0.00713639
TOP.VexiiRiscv.WhiteboxerPlugin_logic_serializeds_0_decodeId[9:0],0.00713639
TOP.VexiiRiscv.fetch_logic_ctrls_0_up_Fetch_ID[9:0],0.00713015
TOP.VexiiRiscv.execute_ctrl0_down_Decode_UOP_ID_lane0[15:0],0.00713015
TOP.VexiiRiscv.execute_ctrl0_up_Decode_UOP_ID_lane0[15:0],0.00713015
TOP.VexiiRiscv.decode_ctrls_1_down_Decode_UOP_ID_0[15:0],0.00713015
TOP.VexiiRiscv.fetch_logic_ctrls_0_down_Fetch_ID[9:0],0.00713015
TOP.VexiiRiscv.decode_ctrls_0_up_Decode_DOP_ID_0[9:0],0.00713015
TOP.VexiiRiscv.decode_ctrls_0_down_Decode_DOP_ID_0[9:0],0.00713015
TOP.VexiiRiscv.AlignerPlugin_logic_feeder_harts_0_dopId[9:0],0.00713015
TOP.VexiiRiscv.WhiteboxerPlugin_logic_fetch_fetchId[9:0],0.00713015
TOP.VexiiRiscv.WhiteboxerPlugin_logic_decodes_0_decodeId[9:0],0.00713015
TOP.VexiiRiscv.DecoderPlugin_logic_harts_0_uopId[15:0],0.00713015
TOP.VexiiRiscv.DecoderPlugin_logic_laneLogic_0_completionPort_payload_uopId[15:0],0.00713015
TOP.VexiiRiscv.DecoderPlugin_logic_laneLogic_0_flushPort_payload_uopId[15:0],0.00713015
TOP.VexiiRiscv.DecoderPlugin_logic_laneLogic_0_uopIdBase[15:0],0.00713015
TOP.VexiiRiscv.DispatchPlugin_logic_candidates_0_ctx_hm_Decode_UOP_ID[15:0],0.00713015
TOP.VexiiRiscv.WhiteboxerPlugin_logic_serializeds_0_microOpId[15:0],0.00713015
TOP.VexiiRiscv.WhiteboxerPlugin_logic_dispatches_0_microOpId[15:0],0.00713015
TOP.VexiiRiscv.PcPlugin_logic_harts_0_self_id[9:0],0.00713015
TOP.VexiiRiscv.WhiteboxerPlugin_logic_completions_ports_0_payload_uopId[15:0],0.00713015
TOP.VexiiRiscv.WhiteboxerPlugin_logic_reschedules_flushes_4_payload_uopId[15:0],0.00713015
TOP.VexiiRiscv.WhiteboxerPlugin_logic_perf_candidatesCountCounters_1[59:0],0.00712390
TOP.VexiiRiscv.WhiteboxerPlugin_logic_perf_dispatchFeedCounters_1[59:0],0.00712390
TOP.VexiiRiscv.integer_RegFilePlugin_logic_regfile_fpga_io_writes_0_address[4:0],0.00021852
TOP.VexiiRiscv.integer_RegFilePlugin_logic_regfile_fpga.io_writes_0_address[4:0],0.00021852
TOP.VexiiRiscv.integer_RegFilePlugin_logic_regfile_fpga.conv_writes_0_payload_address[4:0],0.00021852
TOP.VexiiRiscv.integer_RegFilePlugin_logic_regfile_fpga.asMem_writes_0_port_payload_address[4:0],0.00021852
TOP.VexiiRiscv.integer_RegFilePlugin_logic_initalizer_counter[5:0],0.00019979
TOP.VexiiRiscv.execute_ctrl4_up_MMU_TRANSLATED_lane0[31:0],0.00006244
TOP.VexiiRiscv.execute_ctrl4_up_early0_SrcPlugin_ADD_SUB_lane0[31:0],0.00006244
TOP.VexiiRiscv.execute_ctrl4_down_MMU_TRANSLATED_lane0[31:0],0.00006244
TOP.VexiiRiscv.execute_ctrl4_down_early0_SrcPlugin_ADD_SUB_lane0[31:0],0.00006244
TOP.VexiiRiscv.WhiteboxerPlugin_logic_loadExecute_address[31:0],0.00006244
TOP.VexiiRiscv.execute_ctrl5_up_RD_PHYS_lane0[4:0],0.00005619
TOP.VexiiRiscv.execute_ctrl3_down_MMU_TRANSLATED_lane0[31:0],0.00005619
TOP.VexiiRiscv.execute_ctrl3_down_early0_SrcPlugin_ADD_SUB_lane0[31:0],0.00005619
TOP.VexiiRiscv.execute_ctrl3_up_MMU_TRANSLATED_lane0[31:0],0.00005619
TOP.VexiiRiscv.execute_ctrl3_up_early0_SrcPlugin_ADD_SUB_lane0[31:0],0.00005619
TOP.VexiiRiscv.execute_ctrl5_down_RD_PHYS_lane0[4:0],0.00005619
TOP.VexiiRiscv.LsuCachelessPlugin_logic_bus_cmd_payload_address[31:0],0.00004995
TOP.VexiiRiscv.execute_ctrl4_up_Decode_UOP_lane0[31:0],0.00004995
TOP.VexiiRiscv.execute_ctrl4_down_Decode_UOP_lane0[31:0],0.00004995
TOP.VexiiRiscv.execute_ctrl4_down_RD_PHYS_lane0[4:0],0.00004995
TOP.VexiiRiscv.execute_ctrl4_up_RD_PHYS_lane0[4:0],0.00004995
TOP.VexiiRiscv.execute_ctrl2_down_MMU_TRANSLATED_lane0[31:0],0.00004995
TOP.VexiiRiscv.execute_ctrl2_down_LsuCachelessPlugin_logic_onAddress_RAW_ADDRESS_lane0[31:0],0.00004995
TOP.VexiiRiscv.execute_ctrl2_down_early0_IntAluPlugin_ALU_RESULT_lane0[31:0],0.00004995
TOP.VexiiRiscv.execute_ctrl2_down_early0_SrcPlugin_ADD_SUB_lane0[31:0],0.00004995
TOP.VexiiRiscv.PrivilegedPlugin_api_lsuTriggerBus_virtual[31:0],0.00004995
TOP.VexiiRiscv.early0_IntAluPlugin_logic_wb_payload[31:0],0.00004995
TOP.VexiiRiscv.early0_IntAluPlugin_logic_alu_result[31:0],0.00004995
TOP.VexiiRiscv.LsuCachelessPlugin_logic_trapPort_payload_tval[31:0],0.00004995
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onPma_port_cmd_address[31:0],0.00004995
TOP.VexiiRiscv.LsuCachelessPlugin_logic_bus_cmd_payload_regNext_address[31:0],0.00004995
TOP.VexiiRiscv.lane0_integer_WriteBackPlugin_logic_write_port_address[4:0],0.00004995
TOP.VexiiRiscv.LsuCachelessPlugin_pmaBuilder_addressBits[31:0],0.00004995
TOP.VexiiRiscv.WhiteboxerPlugin_logic_storeCommit_address[31:0],0.00004995
TOP.VexiiRiscv.integer_RegFilePlugin_logic_writeMerges_0_bus_address[4:0],0.00004995
TOP.VexiiRiscv.integer_write_0_address[4:0],0.00004995
TOP.LsuCachelessPlugin_logic_bus_cmd_payload_address[31:0],0.00004995
TOP.VexiiRiscv.execute_ctrl5_up_lane0_integer_WriteBackPlugin_logic_DATA_lane0[31:0],0.00004370
TOP.VexiiRiscv.execute_ctrl3_down_RD_PHYS_lane0[4:0],0.00004370
TOP.VexiiRiscv.execute_ctrl3_down_Decode_UOP_lane0[31:0],0.00004370
TOP.VexiiRiscv.execute_ctrl4_up_LsuCachelessPlugin_logic_onPma_RSP_lane0_fault,0.00004370
TOP.VexiiRiscv.execute_ctrl3_up_Decode_UOP_lane0[31:0],0.00004370
TOP.VexiiRiscv.execute_ctrl2_up_early0_SrcPlugin_SRC2_lane0[31:0],0.00004370
TOP.VexiiRiscv.execute_ctrl4_down_LsuCachelessPlugin_logic_onPma_RSP_lane0_fault,0.00004370
TOP.VexiiRiscv.execute_ctrl5_down_lane0_integer_WriteBackPlugin_logic_DATA_lane0[31:0],0.00004370
TOP.VexiiRiscv.execute_ctrl3_up_RD_PHYS_lane0[4:0],0.00004370
TOP.VexiiRiscv.execute_ctrl2_down_early0_SrcPlugin_SRC2_lane0[31:0],0.00004370
TOP.VexiiRiscv.early0_BarrelShifterPlugin_logic_shift_amplitude[4:0],0.00004370
TOP.VexiiRiscv.early0_SrcPlugin_logic_addsub_combined_rs2Patched[31:0],0.00004370
TOP.VexiiRiscv.lane0_IntFormatPlugin_logic_stages_2_wb_payload[31:0],0.00004370
TOP.VexiiRiscv.WhiteboxerPlugin_logic_loadExecute_data[31:0],0.00004370
TOP.VexiiRiscv.execute_ctrl3_down_LsuCachelessPlugin_logic_onPma_RSP_lane0_fault,0.00003746
TOP.VexiiRiscv.execute_ctrl3_up_LsuCachelessPlugin_logic_onPma_RSP_lane0_fault,0.00003746
TOP.VexiiRiscv.execute_ctrl2_up_Decode_UOP_lane0[31:0],0.00003746
TOP.VexiiRiscv.execute_ctrl2_down_RD_PHYS_lane0[4:0],0.00003746
TOP.VexiiRiscv.execute_ctrl4_down_lane0_integer_WriteBackPlugin_logic_DATA_lane0[31:0],0.00003746
TOP.VexiiRiscv.execute_ctrl4_lane0_integer_WriteBackPlugin_logic_DATA_lane0_bypass[31:0],0.00003746
TOP.VexiiRiscv.execute_ctrl4_up_lane0_integer_WriteBackPlugin_logic_DATA_lane0[31:0],0.00003746
TOP.VexiiRiscv.execute_ctrl2_up_RD_PHYS_lane0[4:0],0.00003746
TOP.VexiiRiscv.execute_ctrl1_down_early0_SrcPlugin_SRC2_lane0[31:0],0.00003746
TOP.VexiiRiscv.execute_ctrl2_down_LsuCachelessPlugin_logic_onPma_RSP_lane0_fault,0.00003746
TOP.VexiiRiscv.execute_ctrl2_down_Decode_UOP_lane0[31:0],0.00003746
TOP.VexiiRiscv.CsrAccessPlugin_bus_decode_address[11:0],0.00003746
TOP.VexiiRiscv.LsuCachelessPlugin_logic_trapPort_payload_exception,0.00003746
TOP.VexiiRiscv.early0_BranchPlugin_pcCalc_target_b[31:0],0.00003746
TOP.VexiiRiscv.CsrAccessPlugin_bus_read_address[11:0],0.00003746
TOP.VexiiRiscv.CsrAccessPlugin_bus_write_address[11:0],0.00003746
TOP.VexiiRiscv.LsuCachelessPlugin_logic_trapPort_payload_code[3:0],0.00003746
TOP.VexiiRiscv.LsuCachelessPlugin_logic_iwb_payload[31:0],0.00003746
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onPma_port_rsp_fault,0.00003746
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onFork_skip,0.00003746
TOP.VexiiRiscv.CsrAccessPlugin_logic_trapPort_payload_tval[31:0],0.00003746
TOP.VexiiRiscv.lane0_IntFormatPlugin_logic_stages_2_raw[31:0],0.00003746
TOP.VexiiRiscv.when_LsuCachelessPlugin_l267,0.00003746
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onWb_rspShifted[31:0],0.00003746
TOP.VexiiRiscv.lane0_integer_WriteBackPlugin_logic_stages_2_merged[31:0],0.00003746
TOP.VexiiRiscv.lane0_integer_WriteBackPlugin_logic_write_port_data[31:0],0.00003746
TOP.VexiiRiscv.WhiteboxerPlugin_logic_csr_access_payload_address[11:0],0.00003746
TOP.VexiiRiscv.CsrAccessPlugin_logic_fsm_interface_uop[31:0],0.00003746
TOP.VexiiRiscv.CsrAccessPlugin_logic_fsm_interface_rdPhys[4:0],0.00003746
TOP.VexiiRiscv.CsrAccessPlugin_logic_fsm_inject_csrAddress[11:0],0.00003746
TOP.VexiiRiscv.WhiteboxerPlugin_logic_csr_port_payload_address[11:0],0.00003746
TOP.VexiiRiscv.LsuCachelessPlugin_logic_pmpPort_logic_torCmpAddress[19:0],0.00003746
TOP.VexiiRiscv.integer_RegFilePlugin_logic_writeMerges_0_bus_data[31:0],0.00003746
TOP.VexiiRiscv.integer_write_0_data[31:0],0.00003746
TOP.VexiiRiscv.execute_ctrl4_up_AguPlugin_LOAD_lane0,0.00003122
TOP.VexiiRiscv.execute_ctrl1_down_RD_PHYS_lane0[4:0],0.00003122
TOP.VexiiRiscv.execute_ctrl1_up_RS2_PHYS_lane0[4:0],0.00003122
TOP.VexiiRiscv.execute_ctrl1_up_Decode_UOP_lane0[31:0],0.00003122
TOP.VexiiRiscv.execute_ctrl4_down_AguPlugin_LOAD_lane0,0.00003122
TOP.VexiiRiscv.execute_ctrl1_down_RS2_PHYS_lane0[4:0],0.00003122
TOP.VexiiRiscv.execute_ctrl3_down_lane0_integer_WriteBackPlugin_logic_DATA_lane0[31:0],0.00003122
TOP.VexiiRiscv.execute_ctrl3_lane0_integer_WriteBackPlugin_logic_DATA_lane0_bypass[31:0],0.00003122
TOP.VexiiRiscv.execute_ctrl3_up_lane0_integer_WriteBackPlugin_logic_DATA_lane0[31:0],0.00003122
TOP.VexiiRiscv.execute_ctrl1_up_RD_PHYS_lane0[4:0],0.00003122
TOP.VexiiRiscv.execute_ctrl1_down_Decode_UOP_lane0[31:0],0.00003122
TOP.VexiiRiscv.execute_ctrl2_down_early0_BarrelShifterPlugin_SHIFT_RESULT_lane0[31:0],0.00003122
TOP.VexiiRiscv.early0_BarrelShifterPlugin_logic_wb_payload[31:0],0.00003122
TOP.VexiiRiscv.early0_BarrelShifterPlugin_logic_shift_shifted[31:0],0.00003122
TOP.VexiiRiscv.early0_BarrelShifterPlugin_logic_shift_patched[31:0],0.00003122
TOP.VexiiRiscv.CsrAccessPlugin_bus_write_bits[31:0],0.00003122
TOP.VexiiRiscv.CsrRamPlugin_csrMapper_write_data[31:0],0.00003122
TOP.VexiiRiscv.lane0_integer_WriteBackPlugin_logic_stages_1_merged[31:0],0.00003122
TOP.VexiiRiscv.WhiteboxerPlugin_logic_csr_access_payload_write[31:0],0.00003122
TOP.VexiiRiscv.CsrAccessPlugin_logic_fsm_interface_onWriteBits[31:0],0.00003122
TOP.VexiiRiscv.CsrAccessPlugin_logic_fsm_writeLogic_alu_mask[31:0],0.00003122
TOP.VexiiRiscv.CsrAccessPlugin_logic_fsm_writeLogic_alu_result[31:0],0.00003122
TOP.VexiiRiscv.execute_lane0_logic_decoding_decodingBits[31:0],0.00003122
TOP.VexiiRiscv.WhiteboxerPlugin_logic_csr_port_payload_write[31:0],0.00003122
TOP.VexiiRiscv.FetchCachelessPlugin_logic_bus_rsp_payload_id[0:0],0.00002497
TOP.VexiiRiscv.FetchCachelessPlugin_logic_bus_rsp_payload_word[31:0],0.00002497
TOP.VexiiRiscv.LsuCachelessPlugin_logic_bus_cmd_payload_mask[3:0],0.00002497
TOP.VexiiRiscv.execute_ctrl3_down_AguPlugin_LOAD_lane0,0.00002497
TOP.VexiiRiscv.execute_ctrl3_down_lane0_IntFormatPlugin_logic_WIDTH_ID_lane0[1:0],0.00002497
TOP.VexiiRiscv.execute_ctrl4_up_lane0_IntFormatPlugin_logic_WIDTH_ID_lane0[1:0],0.00002497
TOP.VexiiRiscv.execute_ctrl3_up_AguPlugin_STORE_lane0,0.00002497
TOP.VexiiRiscv.execute_ctrl3_up_AguPlugin_LOAD_lane0,0.00002497
TOP.VexiiRiscv.execute_ctrl3_up_lane0_IntFormatPlugin_logic_WIDTH_ID_lane0[1:0],0.00002497
TOP.VexiiRiscv.execute_ctrl2_up_BranchPlugin_BRANCH_CTRL_lane0[1:0],0.00002497
TOP.VexiiRiscv.execute_ctrl2_up_early0_SrcPlugin_SRC1_lane0[31:0],0.00002497
TOP.VexiiRiscv.execute_ctrl0_down_RD_PHYS_lane0[4:0],0.00002497
TOP.VexiiRiscv.decode_ctrls_1_up_Decode_INSTRUCTION_RAW_0[31:0],0.00002497
TOP.VexiiRiscv.decode_ctrls_1_up_Decode_INSTRUCTION_0[31:0],0.00002497
TOP.VexiiRiscv.execute_ctrl0_down_RS2_PHYS_lane0[4:0],0.00002497
TOP.VexiiRiscv.execute_ctrl2_up_integer_RS1_lane0[31:0],0.00002497
TOP.VexiiRiscv.execute_ctrl2_down_lane0_integer_WriteBackPlugin_logic_DATA_lane0[31:0],0.00002497
TOP.VexiiRiscv.execute_ctrl2_lane0_integer_WriteBackPlugin_logic_DATA_lane0_bypass[31:0],0.00002497
TOP.VexiiRiscv.execute_ctrl0_up_RD_PHYS_lane0[4:0],0.00002497
TOP.VexiiRiscv.execute_ctrl0_up_RS2_PHYS_lane0[4:0],0.00002497
TOP.VexiiRiscv.execute_ctrl0_up_Decode_UOP_lane0[31:0],0.00002497
TOP.VexiiRiscv.execute_ctrl3_down_AguPlugin_STORE_lane0,0.00002497
TOP.VexiiRiscv.decode_ctrls_1_down_Decode_UOP_0[31:0],0.00002497
TOP.VexiiRiscv.decode_ctrls_1_down_Decode_INSTRUCTION_RAW_0[31:0],0.00002497
TOP.VexiiRiscv.decode_ctrls_1_down_RD_PHYS_0[4:0],0.00002497
TOP.VexiiRiscv.decode_ctrls_1_down_RS2_PHYS_0[4:0],0.00002497
TOP.VexiiRiscv.decode_ctrls_1_down_Decode_INSTRUCTION_0[31:0],0.00002497
TOP.VexiiRiscv.execute_ctrl4_down_lane0_IntFormatPlugin_logic_WIDTH_ID_lane0[1:0],0.00002497
TOP.VexiiRiscv.execute_ctrl2_down_early0_BranchPlugin_logic_jumpLogic_IS_JALR_lane0,0.00002497
TOP.VexiiRiscv.execute_ctrl2_up_integer_RS2_lane0[31:0],0.00002497
TOP.VexiiRiscv.execute_ctrl2_down_LsuCachelessPlugin_logic_onFirst_WRITE_DATA_lane0[31:0],0.00002497
TOP.VexiiRiscv.execute_ctrl0_down_Decode_UOP_lane0[31:0],0.00002497
TOP.VexiiRiscv.execute_ctrl2_down_BranchPlugin_BRANCH_CTRL_lane0[1:0],0.00002497
TOP.VexiiRiscv.execute_ctrl2_down_early0_SrcPlugin_SRC1_lane0[31:0],0.00002497
TOP.VexiiRiscv.early0_IntAluPlugin_logic_alu_bitwise[31:0],0.00002497
TOP.VexiiRiscv.early0_BarrelShifterPlugin_logic_shift_reversed[31:0],0.00002497
TOP.VexiiRiscv.FetchCachelessPlugin_logic_buffer_inflight_0,0.00002497
TOP.VexiiRiscv.FetchCachelessPlugin_logic_buffer_write_payload_address[0:0],0.00002497
TOP.VexiiRiscv.FetchCachelessPlugin_logic_buffer_write_payload_data_word[31:0],0.00002497
TOP.VexiiRiscv.LsuCachelessPlugin_logic_bus_cmd_payload_regNext_mask[3:0],0.00002497
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onFork_mapping_0_1[31:0],0.00002497
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onFork_mapping_1_1[31:0],0.00002497
TOP.VexiiRiscv.LsuCachelessPlugin_logic_onFork_mapping_2_1[31:0],0.00002497
TOP.VexiiRiscv.switch_Misc_l242[2:0],0.00002497
TOP.VexiiRiscv.CsrRamPlugin_setup_initPort_address[1:0],0.00002497
TOP.VexiiRiscv.DecoderPlugin_logic_laneLogic_0_trapPort_payload_tval[31:0],0.00002497
TOP.VexiiRiscv.DispatchPlugin_logic_candidates_0_ctx_uop[31:0],0.00002497
TOP.VexiiRiscv.DispatchPlugin_logic_candidates_0_ctx_hm_RS2_PHYS[4:0],0.00002497
TOP.VexiiRiscv.DispatchPlugin_logic_candidates_0_ctx_hm_RD_PHYS[4:0],0.00002497
TOP.VexiiRiscv.lane0_integer_WriteBackPlugin_logic_stages_0_muxed[31:0],0.00002497
TOP.VexiiRiscv.lane0_integer_WriteBackPlugin_logic_stages_0_write_payload_data[31:0],0.00002497
TOP.VexiiRiscv.WhiteboxerPlugin_logic_serializeds_0_microOp[31:0],0.00002497
TOP.VexiiRiscv.TrapPlugin_logic_harts_0_trap_pending_arbiter_ports_1_payload_tval[31:0],0.00002497
TOP.VexiiRiscv.TrapPlugin_logic_harts_0_trap_fsm_jumpTarget[31:0],0.00002497
TOP.VexiiRiscv.CsrAccessPlugin_logic_fsm_interface_rs1[31:0],0.00002497
TOP.VexiiRiscv.CsrAccessPlugin_logic_fsm_writeLogic_alu_masked[31:0],0.00002497
TOP.VexiiRiscv.CsrRamPlugin_logic_flush_counter[2:0],0.00002497
TOP.VexiiRiscv.execute_lane0_bypasser_integer_RS2_port_address[4:0],0.00002497
TOP.VexiiRiscv.WhiteboxerPlugin_logic_rfWrites_ports_0_payload_data[31:0],0.00002497
TOP.VexiiRiscv.execute_ctrl2_up_BranchPlugin_BRANCH_CTRL_lane0_string[31:0],0.00002497
TOP.VexiiRiscv.execute_ctrl2_down_BranchPlugin_BRANCH_CTRL_lane0_string[31:0],0.00002497
TOP.VexiiRiscv.integer_RegFilePlugin_logic_regfile_fpga.io_reads_0_address[4:0],0.00002497
TOP.VexiiRiscv.integer_RegFilePlugin_logic_regfile_fpga.conv_read_0_cmd_payload[4:0],0.00002497
TOP.VexiiRiscv.integer_RegFilePlugin_logic_regfile_fpga.asMem_reads_0_sync_port_cmd_payload[4:0],0.00002497
TOP.FetchCachelessPlugin_logic_bus_rsp_payload_id[0:0],0.00002497
TOP.FetchCachelessPlugin_logic_bus_rsp_payload_word[31:0],0.00002497
TOP.LsuCachelessPlugin_logic_bus_cmd_payload_mask[3:0],0.00002497
TOP.VexiiRiscv.LsuCachelessPlugin_logic_bus_cmd_payload_write,0.00001873
